seed,scope,feature_group,metric,mean,std,min,max
77,metric,all,positive_rate,0.4734020833333333,0.0070914888711554915,0.454525,0.480325
77,metric,all,score_std,0.42207976896290994,0.010866450657159086,0.4074570412675396,0.4415029520215578
77,metric,all,degenerate_prediction,0.0,0.0,0.0,0.0
77,metric,all,mix_at_k,0.08006169270833334,0.013771270795761579,0.053525,0.10191125
77,metric,all,silhouette,0.03928980106681443,0.017472170089611275,0.020622431372046446,0.08240982487210431
77,metric,all,js_divergence,0.08188658103014611,0.012828098426696011,0.06230277955215325,0.10077732658983209
77,rank,all,auc_rank,1.0,0.0,1.0,1.0
77,rank,all,acc_rank,1.1666666666666667,0.37267799624996495,1.0,2.0
77,rank,all,mix_at_k_rank,1.3125,0.5064685742143008,1.0,3.0
77,rank,all,silhouette_rank,4.25,0.4330127018922193,4.0,5.0
77,rank,all,js_divergence_rank,1.8333333333333333,0.372677996249965,1.0,2.0
123,metric,header,acc,0.9324770833333332,0.011271837409064643,0.91245,0.94845
123,metric,header,f1,0.9302049694356169,0.012372762245913878,0.9068567476993457,0.9473845368716509
123,metric,header,auc,0.9835831352083333,0.004546628154030844,0.9751476349999999,0.9898036437500001
123,metric,header,positive_rate,0.46917291666666666,0.011765590093278596,0.43995,0.483075
123,metric,header,score_std,0.43789343848273515,0.009157848529463457,0.42569453768473947,0.4545913880577121
123,metric,header,degenerate_prediction,0.0,0.0,0.0,0.0
123,metric,header,mix_at_k,0.0815359375,0.013178380190492603,0.055725,0.10302625
123,metric,header,silhouette,0.11741758981019527,0.03863647140474668,0.06929809151412712,0.1996288819956907
123,metric,header,js_divergence,0.08136752620768145,0.01250999600047908,0.06035469125537132,0.10071516214576348
123,rank,header,auc_rank,3.0,0.0,3.0,3.0
123,rank,header,acc_rank,3.0,0.0,3.0,3.0
123,rank,header,mix_at_k_rank,2.1041666666666665,0.6531839752746201,1.0,3.0
123,rank,header,silhouette_rank,1.0,0.0,1.0,1.0
123,rank,header,js_divergence_rank,2.8333333333333335,0.3726779962499649,2.0,3.0
123,metric,section,acc,0.9457583333333334,0.007959234242200835,0.93245,0.95765
123,metric,section,f1,0.9444574476925874,0.008295689393336114,0.9307463604675005,0.9568385650224215
123,metric,section,auc,0.9895989696875,0.0026893890880274503,0.98460625125,0.9933341175
123,metric,section,positive_rate,0.47700000000000004,0.005043611883693403,0.466125,0.483
123,metric,section,score_std,0.4366975002301709,0.008967889727803387,0.4259193784676592,0.452744520697256
123,metric,section,degenerate_prediction,0.0,0.0,0.0,0.0
123,metric,section,mix_at_k,0.08253708333333333,0.01387852560078204,0.056555,0.10557375
123,metric,section,silhouette,0.07404276080027661,0.01806935678000217,0.052866720136977664,0.11677124473743904
123,metric,section,js_divergence,0.11323251020299789,0.0351638210466206,0.06659210108272577,0.20741076535318703
123,rank,section,auc_rank,2.0,0.0,2.0,2.0
123,rank,section,acc_rank,2.0,0.0,2.0,2.0
123,rank,section,mix_at_k_rank,2.7083333333333335,0.49826086429589156,1.0,3.0
123,rank,section,silhouette_rank,2.0,0.0,2.0,2.0
